source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,3156.6,2332.1,1374.1,3935.9,480.9,10585.7,6,0.2,KEN,mAb,Kenya,2332,6$ (mAb),2.3
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,7111.5,5329.5,3160.9,8942,1109.7,23486.4,6,0.2,KEN,mAb,Kenya,5329,6$ (mAb),5.3
new data (hospital-based + HUS),incremental cost/DALY averted,165.1,163.3,149.2,178.9,127.2,213.4,6,2,KEN,mAb,Kenya,163,6$ (mAb),0.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,378.5,374.3,342.4,410,292.4,488.2,6,2,KEN,mAb,Kenya,374,6$ (mAb),0.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,11158.6,8322.6,4992.9,13864.1,1916.2,37047.9,20,0.2,KEN,mAb,Kenya,8323,20$ (mAb),8.3
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,25143.3,19005.1,11472.3,31382.3,4429.5,81664.7,20,0.2,KEN,mAb,Kenya,19010,20$ (mAb),19
new data (hospital-based + HUS),incremental cost/DALY averted,677.1,670.5,619.2,728.9,536.5,853.4,20,2,KEN,mAb,Kenya,670,20$ (mAb),0.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,1552.4,1537.3,1421.1,1670.1,1231.6,1952.6,20,2,KEN,mAb,Kenya,1537,20$ (mAb),1.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,34021.5,25394.7,15264.8,42155.3,5953,113487.8,60,0.2,KEN,mAb,Kenya,25390,60$ (mAb),25.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,76663,58052.2,35082.4,95488.5,13775.3,248946.4,60,0.2,KEN,mAb,Kenya,58050,60$ (mAb),58.1
new data (hospital-based + HUS),incremental cost/DALY averted,2139.9,2119.2,1961.4,2299.9,1701.9,2691,60,2,KEN,mAb,Kenya,2119,60$ (mAb),2.1
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,4906.4,4858.6,4502,5269.5,3911.9,6151.2,60,2,KEN,mAb,Kenya,4859,60$ (mAb),4.9
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5975,4185.7,2390.9,7480.9,792.9,21299,3,0.2,KEN,MV,Kenya,4186,3$ (MV),4.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,13489.5,9565.8,5489.9,16969,1831.1,47393.2,3,0.2,KEN,MV,Kenya,9566,3$ (MV),9.6
new data (hospital-based + HUS),incremental cost/DALY averted,373.5,295,230.1,400.9,154.6,1024.9,3,2,KEN,MV,Kenya,295,3$ (MV),0.3
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,872.6,676,528.9,913.7,357.3,2261.5,3,2,KEN,MV,Kenya,676,3$ (MV),0.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,20479.5,14352.8,8360.2,25475.6,2868.4,71672.4,10,0.2,KEN,MV,Kenya,14350,10$ (MV),14.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,46238.7,32795.3,19208.9,57819.1,6627.7,159329.5,10,0.2,KEN,MV,Kenya,32800,10$ (MV),32.8
new data (hospital-based + HUS),incremental cost/DALY averted,1455.6,1149.6,898.2,1560.8,604,3988.8,10,2,KEN,MV,Kenya,1150,10$ (MV),1.1
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,3412.7,2631.4,2064.4,3559,1392.4,8831.2,10,2,KEN,MV,Kenya,2631,10$ (MV),2.6
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,61920.9,43509.5,25439,77122,8778.3,216187.1,30,0.2,KEN,MV,Kenya,43510,30$ (MV),43.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,139807.7,99483.1,58416,175463.9,20282.3,478721.7,30,0.2,KEN,MV,Kenya,99480,30$ (MV),99.5
new data (hospital-based + HUS),incremental cost/DALY averted,4547.3,3591.1,2803.3,4878.3,1896.6,12397.4,30,2,KEN,MV,Kenya,3591,30$ (MV),3.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,10670,8214.5,6442.1,11119.9,4377.5,27653.8,30,2,KEN,MV,Kenya,8215,30$ (MV),8.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,2473.2,1731.8,861.7,3156.6,43.5,9620.1,6,0.2,ZAF,mAb,South Africa,1732,6$ (mAb),1.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,5336.9,3792.1,1899.2,6858.7,96.4,20367.5,6,0.2,ZAF,mAb,South Africa,3792,6$ (mAb),3.8
new data (hospital-based + HUS),incremental cost/DALY averted,-484.8,-481.6,-534.3,-430.3,-649.4,-340.1,6,2,ZAF,mAb,South Africa,-482,6$ (mAb),-0.5
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1052.1,-1045.6,-1160,-934.1,-1410.1,-740,6,2,ZAF,mAb,South Africa,-1046,6$ (mAb),-1
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,11146.8,8196.3,4826.8,13875.1,1697,38268.7,20,0.2,ZAF,mAb,South Africa,8196,20$ (mAb),8.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,24077.1,17934.9,10639.3,30209.8,3762.5,80537.3,20,0.2,ZAF,mAb,South Africa,17930,20$ (mAb),17.9
new data (hospital-based + HUS),incremental cost/DALY averted,345.9,340.8,271.3,417.9,143.4,569.2,20,2,ZAF,mAb,South Africa,341,20$ (mAb),0.3
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,750.7,739.2,589.2,907,312,1235.8,20,2,ZAF,mAb,South Africa,739,20$ (mAb),0.7
