source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot,burden_interv,vartype,vec,orig_burden_round
new data (hospital-based + HUS),hosp_med_att_YLD,1954,1952,1910,1993,1843,2078,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,143,142,133,151,117,174,0.073,0.073,0.068,0.077,0.061,0.087,6,NA,KEN,mAb,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1954,1954
new data (hospital-based + HUS),hosp_YLD,176,176,170,183,157,197,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,42,42,38,45,32,53,0.236,0.236,0.221,0.251,0.195,0.281,6,NA,KEN,mAb,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,178,178
new data (hospital-based + HUS),non_hosp_YLD,2495,2493,2442,2546,2356,2645,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,240,239,225,253,199,285,0.096,0.096,0.091,0.101,0.081,0.111,6,NA,KEN,mAb,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2496,2496
new data (hospital-based + HUS),total_DALY,100251,100151,97285,103104,91639,109340,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,19277,19211,17819,20676,15318,23594,0.192,0.192,0.18,0.204,0.158,0.226,6,NA,KEN,mAb,total DALY,Kenya,averted burden,total_DALY,99960,"99,960"
new data (hospital-based + HUS),total_YLD,4449,4447,4358,4534,4214,4702,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,281,281,264,297,233,334,0.063,0.063,0.06,0.067,0.053,0.073,6,NA,KEN,mAb,total YLD,Kenya,averted burden,total_YLD,4452,4452
new data (hospital-based + HUS),total_YLL,95802,95698,92850,98660,87256,104914,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,total YLL,Kenya,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,18996,18926,17541,20388,15049,23288,0.198,0.198,0.186,0.21,0.162,0.234,6,NA,KEN,mAb,total YLL,Kenya,averted burden,total_YLL,95550,"95,550"
new data (hospital-based + HUS),hosp_med_att_YLD,1954,1952,1910,1993,1843,2078,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,52,52,47,58,38,68,0.027,0.027,0.024,0.029,0.019,0.034,3,NA,KEN,MV,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1946,1946
new data (hospital-based + HUS),hosp_YLD,176,176,170,183,157,197,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,33,32,29,36,23,43,0.184,0.185,0.169,0.2,0.137,0.23,3,NA,KEN,MV,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,173,173
new data (hospital-based + HUS),non_hosp_YLD,2495,2493,2442,2546,2356,2645,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,122,122,110,133,89,156,0.049,0.049,0.044,0.053,0.036,0.062,3,NA,KEN,MV,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2495,2495
new data (hospital-based + HUS),total_DALY,100251,100151,97285,103104,91639,109340,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,total DALY,Kenya,burden,total_DALY,NA,NA
