source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot,burden_interv,vartype,vec,orig_burden_round
new data (hospital-based + HUS),hosp_med_att_YLD,1954.6414,1951,1908,2001,1832.975,2087,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,277.6659935379645,277,267,288,248,310,0.14203367948336257,0.14209967143170815,0.13792683336694225,0.14596468287807376,0.13061997811683995,0.1536157840756372,6,2,KEN,mAb,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1949,1949
new data (hospital-based + HUS),hosp_YLD,176.284,176,170,183,159,198,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,79.69446688206786,79,75,84,68,93,0.45155439903612576,0.4514285714285714,0.441340782122905,0.46153846153846156,0.4236839481555334,0.4810810810810811,6,2,KEN,mAb,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,175,175
new data (hospital-based + HUS),non_hosp_YLD,2497.413,2494,2442,2550.25,2348,2655,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,463.18699515347333,463,445,481,415.775,513,0.18543517984542704,0.185387504183728,0.18006043455567042,0.19057849111862296,0.1710458048464744,0.20057125536008186,6,2,KEN,mAb,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2497,2497
new data (hospital-based + HUS),total_DALY,142715.7144,142511.5,138009,147344.25,129272.6,156945.375,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,57551.11227786753,57381.5,54874,60091,50191.524999999994,65394.59999999999,0.40301355940652556,0.40269848791106144,0.3945606992347511,0.41139730597013846,0.37911100330146275,0.4279463133616856,6,2,KEN,mAb,total DALY,Kenya,averted burden,total_DALY,142500,",142,500"
new data (hospital-based + HUS),total_YLD,4452.047,4447,4357,4546,4199,4728,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,542.8743941841681,542,521,564,488,604,0.12193566700972859,0.12184058787770354,0.11804395010690483,0.1256240136624952,0.11157755452982257,0.1333949064223249,6,2,KEN,mAb,total YLD,Kenya,averted burden,total_YLD,4448,4448
new data (hospital-based + HUS),total_YLL,138263.6682,138049.5,133562.5,142827.5,124837.5,152464.175,NA,NA,NA,NA,NA,NA,6,2,KEN,mAb,total YLL,Kenya,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,57008.23222940226,56839,54322.5,59554.5,49639.875,64868.450000000004,0.4120793112398839,0.4118935097424355,0.40344135442670415,0.42057895957788544,0.38772555735995023,0.4374921782606125,6,2,KEN,mAb,total YLL,Kenya,averted burden,total_YLL,138000,",138,000"
new data (hospital-based + HUS),hosp_med_att_YLD,1954.6414,1951,1908,2001,1832.975,2087,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,57.3322,57,54,60,49,66,0.029336400811861823,0.029290853031860225,0.027874564459930314,0.03073078577133378,0.025780605880836537,0.03336870398420124,3,2,KEN,MV,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1946,1946
new data (hospital-based + HUS),hosp_YLD,176.284,176,170,183,159,198,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,26.7912,27,25,29,21,33,0.15164777794570997,0.15151515151515152,0.14285714285714285,0.15979381443298968,0.12883435582822086,0.1751412429378531,3,2,KEN,MV,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,178,178
new data (hospital-based + HUS),non_hosp_YLD,2497.413,2494,2442,2550.25,2348,2655,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,116.1244,116,108,123,98,137,0.04648733965427132,0.046435169704768756,0.04376278118609407,0.04897631473303894,0.03985471158842889,0.0541096117249124,3,2,KEN,MV,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2498,2498
new data (hospital-based + HUS),total_DALY,142715.7144,142511.5,138009,147344.25,129272.6,156945.375,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,14931.6504,14809,13567.75,16141.5,11418.925000000001,19101.224999999995,0.10453567309817012,0.10388297468066603,0.09647583235502061,0.11212225071218151,0.08247890489540563,0.1293699227330601,3,2,KEN,MV,total DALY,Kenya,averted burden,total_DALY,142600,",142,600"
new data (hospital-based + HUS),total_YLD,4452.047,4447,4357,4546,4199,4728,NA,NA,NA,NA,NA,NA,3,2,KEN,MV,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,142.9114,143,133,152,120,169,0.03209917148461365,0.03210754182083177,0.030083827199640794,0.0338918178930266,0.027308728595270216,0.037727796117252264,3,2,KEN,MV,total YLD,Kenya,averted burden,total_YLD,4454,4454
