source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,3156.6,2332.1,1374.1,3935.9,480.9,10585.7,6,0.2,KEN,mAb,Kenya,2332,6$ (mAb),2.3
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,7111.5,5329.5,3160.9,8942,1109.7,23486.4,6,0.2,KEN,mAb,Kenya,5329,6$ (mAb),5.3
new data (hospital-based + HUS),incremental cost/DALY averted,-13.2,208.2,142.8,317.2,84.5,1203.6,6,2,KEN,mAb,Kenya,208,6$ (mAb),0.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,456.9,475.8,327.3,724.3,194.2,2686,6,2,KEN,mAb,Kenya,476,6$ (mAb),0.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,11158.6,8322.6,4992.9,13864.1,1916.2,37047.9,20,0.2,KEN,mAb,Kenya,8323,20$ (mAb),8.3
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,25143.3,19005.1,11472.3,31382.3,4429.5,81664.7,20,0.2,KEN,mAb,Kenya,19010,20$ (mAb),19
new data (hospital-based + HUS),incremental cost/DALY averted,216.2,976.2,743.2,1367.5,520.7,4541.3,20,2,KEN,mAb,Kenya,976,20$ (mAb),1
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,2165.5,2231,1703.7,3118.9,1195.8,10146,20,2,KEN,mAb,Kenya,2231,20$ (mAb),2.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,34021.5,25394.7,15264.8,42155.3,5953,113487.8,60,0.2,KEN,mAb,Kenya,25390,60$ (mAb),25.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,76663,58052.2,35082.4,95488.5,13775.3,248946.4,60,0.2,KEN,mAb,Kenya,58050,60$ (mAb),58.1
new data (hospital-based + HUS),incremental cost/DALY averted,871.4,3167.2,2453.5,4373.7,1761.6,14083.5,60,2,KEN,mAb,Kenya,3167,60$ (mAb),3.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,7047,7245.2,5619.1,9966.7,4046.2,31473,60,2,KEN,mAb,Kenya,7245,60$ (mAb),7.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5975,4185.7,2390.9,7480.9,792.9,21299,3,0.2,KEN,MV,Kenya,4186,3$ (MV),4.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,13489.5,9565.8,5489.9,16969,1831.1,47393.2,3,0.2,KEN,MV,Kenya,9566,3$ (MV),9.6
new data (hospital-based + HUS),incremental cost/DALY averted,38.5,34.4,25.2,47.4,12.9,87.8,3,2,KEN,MV,Kenya,34,3$ (MV),0
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,88.4,79.1,58,108.8,29.7,201.2,3,2,KEN,MV,Kenya,79,3$ (MV),0.1
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,20479.5,14352.8,8360.2,25475.6,2868.4,71672.4,10,0.2,KEN,MV,Kenya,14350,10$ (MV),14.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,46238.7,32795.3,19208.9,57819.1,6627.7,159329.5,10,0.2,KEN,MV,Kenya,32800,10$ (MV),32.8
new data (hospital-based + HUS),incremental cost/DALY averted,366.7,335.6,303.6,385.8,256.6,660.8,10,2,KEN,MV,Kenya,336,10$ (MV),0.3
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,840.9,772.1,698.8,886.9,591,1507.8,10,2,KEN,MV,Kenya,772,10$ (MV),0.8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,61920.9,43509.5,25439,77122,8778.3,216187.1,30,0.2,KEN,MV,Kenya,43510,30$ (MV),43.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,139807.7,99483.1,58416,175463.9,20282.3,478721.7,30,0.2,KEN,MV,Kenya,99480,30$ (MV),99.5
new data (hospital-based + HUS),incremental cost/DALY averted,1304.2,1191.7,1082.1,1365.5,921.1,2359.7,30,2,KEN,MV,Kenya,1192,30$ (MV),1.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,2991,2740.2,2490.6,3139.8,2124.2,5373.9,30,2,KEN,MV,Kenya,2740,30$ (MV),2.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,2473.2,1731.8,861.7,3156.6,43.5,9620.1,6,0.2,ZAF,mAb,South Africa,1732,6$ (mAb),1.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,5336.9,3792.1,1899.2,6858.7,96.4,20367.5,6,0.2,ZAF,mAb,South Africa,3792,6$ (mAb),3.8
new data (hospital-based + HUS),incremental cost/DALY averted,83.2,-403.9,-532,-220.4,-718.6,983.2,6,2,ZAF,mAb,South Africa,-404,6$ (mAb),-0.4
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-423.3,-871.4,-1150.1,-471.9,-1550.8,2125,6,2,ZAF,mAb,South Africa,-871,6$ (mAb),-0.9
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,11146.8,8196.3,4826.8,13875.1,1697,38268.7,20,0.2,ZAF,mAb,South Africa,8196,20$ (mAb),8.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,24077.1,17934.9,10639.3,30209.8,3762.5,80537.3,20,0.2,ZAF,mAb,South Africa,17930,20$ (mAb),17.9
new data (hospital-based + HUS),incremental cost/DALY averted,2639.5,832.6,471.9,1424.1,113.3,5774.3,20,2,ZAF,mAb,South Africa,833,20$ (mAb),0.8
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,3674.1,1802.8,1023.9,3067.4,251.8,12212.4,20,2,ZAF,mAb,South Africa,1803,20$ (mAb),1.8
