source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,orig_burden_round
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,3143.7,2288.5,1368.1,3884.9,514.6,10581.3,6,0.2,KEN,mAb,Kenya,2288,6$ (mAb),2.3
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,7081.4,5242.5,3144.6,8815.1,1187.7,23376.1,6,0.2,KEN,mAb,Kenya,5242,6$ (mAb),5.2
new data (hospital-based + HUS),incremental cost/DALY averted,109.3,107.6,97,120.2,80.5,146.4,6,2,KEN,mAb,Kenya,108,6$ (mAb),0.1
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,250.7,246.9,222.5,275.6,184.9,335.2,6,2,KEN,mAb,Kenya,247,6$ (mAb),0.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,11114.5,8226.3,4974.4,13751,1994.9,36937.7,20,0.2,KEN,mAb,Kenya,8226,20$ (mAb),8.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,25041.3,18816.5,11436,31203.8,4616,81129.9,20,0.2,KEN,mAb,Kenya,18820,20$ (mAb),18.8
new data (hospital-based + HUS),incremental cost/DALY averted,622.3,615.5,568.4,671.8,492,789.7,20,2,KEN,mAb,Kenya,616,20$ (mAb),0.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,1426.7,1411.1,1304.8,1539.6,1130.7,1807,20,2,KEN,mAb,Kenya,1411,20$ (mAb),1.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,33888.2,25262.9,15250.9,41909.3,6193.1,111839.2,60,0.2,KEN,mAb,Kenya,25260,60$ (mAb),25.3
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,76355.3,57690.9,35030.2,95159,14302.4,246512.9,60,0.2,KEN,mAb,Kenya,57690,60$ (mAb),57.7
new data (hospital-based + HUS),incremental cost/DALY averted,2087.9,2065.7,1912,2245.8,1663.7,2630.5,60,2,KEN,mAb,Kenya,2066,60$ (mAb),2.1
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,4786.7,4736.4,4387.2,5146.9,3822.4,6025.8,60,2,KEN,mAb,Kenya,4736,60$ (mAb),4.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5919.9,4148.6,2427.7,7234.7,836.8,21154.7,3,0.2,KEN,MV,Kenya,4149,3$ (MV),4.1
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,13353.3,9500.9,5579.8,16446.3,1928.4,46748.5,3,0.2,KEN,MV,Kenya,9501,3$ (MV),9.5
new data (hospital-based + HUS),incremental cost/DALY averted,239.4,249.9,196.1,332.9,130.5,827.7,3,2,KEN,MV,Kenya,250,3$ (MV),0.2
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,652.9,572.5,450.8,757.7,301.6,1850.5,3,2,KEN,MV,Kenya,572,3$ (MV),0.6
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,20293,14367.2,8469.9,24772.9,3054.6,71560,10,0.2,KEN,MV,Kenya,14370,10$ (MV),14.4
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,45778.8,32830.8,19477,56371.6,7051.9,158876.9,10,0.2,KEN,MV,Kenya,32830,10$ (MV),32.8
new data (hospital-based + HUS),incremental cost/DALY averted,1043.3,1095.3,866.1,1466.4,572.3,3661.4,10,2,KEN,MV,Kenya,1095,10$ (MV),1.1
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,2870.3,2506.8,1987,3342.7,1320.7,8151.3,10,2,KEN,MV,Kenya,2507,10$ (MV),2.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,61359.3,43487.8,25701.8,74823.6,9335.3,215831.2,30,0.2,KEN,MV,Kenya,43490,30$ (MV),43.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,138423.1,99517.7,59110.7,170217.9,21556.4,478680.2,30,0.2,KEN,MV,Kenya,99520,30$ (MV),99.5
new data (hospital-based + HUS),incremental cost/DALY averted,3340.3,3510.9,2778.8,4706.5,1836.1,11744.3,30,2,KEN,MV,Kenya,3511,30$ (MV),3.5
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,9205.6,8033.6,6383.9,10744,4238.8,26103.1,30,2,KEN,MV,Kenya,8034,30$ (MV),8
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,2470.5,1678.3,856,3130.8,59,9539.9,6,0.2,ZAF,mAb,South Africa,1678,6$ (mAb),1.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,5330.4,3681,1888.5,6840.7,130.4,20059.1,6,0.2,ZAF,mAb,South Africa,3681,6$ (mAb),3.7
new data (hospital-based + HUS),incremental cost/DALY averted,-564.4,-560.8,-617,-506.9,-728.6,-417.1,6,2,ZAF,mAb,South Africa,-561,6$ (mAb),-0.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1224.7,-1217.3,-1338.6,-1100,-1578.8,-906.2,6,2,ZAF,mAb,South Africa,-1217,6$ (mAb),-1.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,11109.7,8089.4,4809.3,13791.9,1748.3,37770.5,20,0.2,ZAF,mAb,South Africa,8089,20$ (mAb),8.1
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,23995.3,17732.4,10606.6,30066.3,3877.4,79903.2,20,0.2,ZAF,mAb,South Africa,17730,20$ (mAb),17.7
new data (hospital-based + HUS),incremental cost/DALY averted,266.8,263.6,191.9,334.2,64.8,493.2,20,2,ZAF,mAb,South Africa,264,20$ (mAb),0.3
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,579,572.7,416.8,725.1,140.8,1070.3,20,2,ZAF,mAb,South Africa,573,20$ (mAb),0.6
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,35793.2,26546.7,15957.7,44305.9,6316.4,118747.8,60,0.2,ZAF,mAb,South Africa,26550,60$ (mAb),26.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,77323.7,58158.4,35138.9,96337.7,14005.3,252282.2,60,0.2,ZAF,mAb,South Africa,58160,60$ (mAb),58.2
new data (hospital-based + HUS),incremental cost/DALY averted,2641.8,2614.7,2433.7,2816.4,2153.2,3290.8,60,2,ZAF,mAb,South Africa,2615,60$ (mAb),2.6
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,5732.2,5677.4,5284.3,6104.9,4687.9,7123.5,60,2,ZAF,mAb,South Africa,5677,60$ (mAb),5.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,5556,3747.2,2059.1,6844.1,518.5,20951.5,3,0.2,ZAF,MV,South Africa,3747,3$ (MV),3.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,12019.4,8221.8,4526.7,14943.5,1146.8,44804.2,3,0.2,ZAF,MV,South Africa,8222,3$ (MV),8.2
new data (hospital-based + HUS),incremental cost/DALY averted,-757.8,-714.4,-997.9,-520,-2316.2,-281.4,3,2,ZAF,MV,South Africa,-714,3$ (MV),-0.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,-1741.7,-1538.3,-2125.1,-1125.5,-4780.9,-616.5,3,2,ZAF,MV,South Africa,-1538,3$ (MV),-1.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,21053.6,14715.8,8595.4,25760.5,2968.9,75806.3,10,0.2,ZAF,MV,South Africa,14720,10$ (MV),14.7
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,45562.3,32312.1,18907,56217.7,6585.1,159925.4,10,0.2,ZAF,MV,South Africa,32310,10$ (MV),32.3
new data (hospital-based + HUS),incremental cost/DALY averted,770.9,699.9,513.3,970.5,226.3,2285.3,10,2,ZAF,MV,South Africa,700,10$ (MV),0.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,1678.6,1507.7,1109.1,2075.4,493.3,4731.9,10,2,ZAF,MV,South Africa,1508,10$ (MV),1.5
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY averted,65332.2,46174.3,27224,79739,9808.3,230952.9,30,0.2,ZAF,MV,South Africa,46170,30$ (MV),46.2
projection ([Li 2020] from [Shi 2017] meta-analysis),incremental cost/DALY (discounted) averted,141399.2,101384.2,59954.4,173860.2,21772.8,493415.3,30,0.2,ZAF,MV,South Africa,101400,30$ (MV),101.4
new data (hospital-based + HUS),incremental cost/DALY averted,5138.6,4746.9,3771.6,6277.8,2610.1,14273.4,30,2,ZAF,MV,South Africa,4747,30$ (MV),4.7
new data (hospital-based + HUS),incremental cost/DALY (discounted) averted,11450.8,10216.5,8177.8,13394.2,5707.3,29126.4,30,2,ZAF,MV,South Africa,10220,30$ (MV),10.2
