source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_averted,182781.6506,183283,174059.5,192007.25,155760.92500000002,207367.825,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_disc_averted,182781.6506,183283,174059.5,192007.25,155760.92500000002,207367.825,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_YLD_averted,295.8408,295,268.75,322,224,373,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_YLD_disc_averted,295.8408,295,268.75,322,224,373,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_averted,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_disc_averted,182781.6506,183283,174059.5,192007.25,155760.92500000002,207367.825,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_YLD_averted,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_YLD_disc_averted,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_averted,182781.6506,183283,174059.5,192007.25,155760.92500000002,207367.825,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_disc_averted,182781.6506,183283,174059.5,192007.25,155760.92500000002,207367.825,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_YLD_averted,295.8408,295,268.75,322,224,373,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_YLD_disc_averted,295.8408,295,268.75,322,224,373,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),comm_CFR_adj,2.10117144,2.0972,1.77915,2.43705,1.449,2.764929999999998,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp,7137702.1112,7130920.5,6828233.75,7416288.75,6325209.75,8053423.899999999,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_0to1y,5359815.8014,5352143.5,5118953.5,5580018.75,4725883.225,6071568.199999998,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
