source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot
new data (hospital-based + HUS),admin_cost,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_averted,176501.859,176756,168206.25,184846.5,151081,200790.2,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_disc_averted,176501.859,176756,168206.25,184846.5,151081,200790.2,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_YLD_averted,286.7886,285,261,312,215,363,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_0to1y_YLD_disc_averted,286.7886,285,261,312,215,363,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_averted,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_disc_averted,176501.859,176756,168206.25,184846.5,151081,200790.2,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_YLD_averted,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_1to5y_YLD_disc_averted,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_averted,176501.859,176756,168206.25,184846.5,151081,200790.2,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_disc_averted,176501.859,176756,168206.25,184846.5,151081,200790.2,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_YLD_averted,286.7886,285,261,312,215,363,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),ARI_YLD_disc_averted,286.7886,285,261,312,215,363,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),comm_CFR_adj,2.0884625,2.0882,1.746,2.4354,1.4352,2.755,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp,7143765.3042,7136580,6842726.75,7435678.5,6316780.175,8056642.149999999,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_0to1y,5363562.6046,5354616,5129823.75,5585755.75,4723165.85,6063757.749999999,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_0to1y_averted,1562192.9996,1586118.5,1173895.25,1959684,472632.125,2571767.875,0.29122836782997963,0.29806101263726215,0.22023812059304065,0.3651847241800664,0.08728887114735472,0.4660300571096663,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_0to1y_disc,5363562.6046,5354616,5129823.75,5585755.75,4723165.85,6063757.749999999,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_0to1y_disc_averted,1562192.9996,1586118.5,1173895.25,1959684,472632.125,2571767.875,0.29122836782997963,0.29806101263726215,0.22023812059304065,0.3651847241800664,0.08728887114735472,0.4660300571096663,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_1to5y,1780202.7078,1777782,1702153,1854093.75,1571358.3250000002,2010368.25,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_1to5y_averted,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_1to5y_disc,1700039.3384,1697855.5,1624775.75,1770637.5,1500057.625,1920083.925,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_1to5y_disc_averted,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_averted,1562192.9996,1586118.5,1173895.25,1959684,472632.125,2571767.875,0.21863219006699253,0.2236042400262877,0.16531916857582854,0.27416848427307694,0.0658127029387183,0.34995417591994227,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_disc,7063601.9436,7056396,6765071,7353110.5,6245620.775,7966716.5,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_hosp_disc_averted,1562192.9996,1586118.5,1173895.25,1959684,472632.125,2571767.875,0.221113564614558,0.226163590247089,0.16722225766948795,0.27732520545521466,0.06653480838702838,0.3538156446092138,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient,23747261.5572,23745565.5,23482420,24001938.25,23038774.65,24497007.45,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_0to1y,8456025.2184,8455822.5,8278648.75,8631115.75,7954877.375,8963265.950000001,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_0to1y_averted,1760711.164,1759518.5,1664704.5,1852977.25,1486851.475,2044477.5249999997,0.208233122577246,0.20822104104430172,0.19735880488188937,0.21894311760738172,0.17833353745381045,0.23941225416002504,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_0to1y_disc,8456025.2184,8455822.5,8278648.75,8631115.75,7954877.375,8963265.950000001,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_0to1y_disc_averted,1760711.164,1759518.5,1664704.5,1852977.25,1486851.475,2044477.5249999997,0.208233122577246,0.20822104104430172,0.19735880488188937,0.21894311760738172,0.17833353745381045,0.23941225416002504,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_1to5y,15291236.343,15292695.5,15100451.25,15474789.25,14773382.65,15824971.4,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_1to5y_averted,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_1to5y_disc,14367528.4282,14367590,14187508.5,14538583.25,13875767.875,14869366.499999998,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_1to5y_disc_averted,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_averted,1760711.164,1759518.5,1664704.5,1852977.25,1486851.475,2044477.5249999997,0.0741388427672973,0.07412298583702709,0.07019621675970746,0.07798794193666382,0.06287065430883729,0.08564410026684877,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_disc,22823553.6502,22821763,22566739.5,23069480.25,22138532.225,23552992.275,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),cost_rsv_outpatient_disc_averted,1760711.164,1759518.5,1664704.5,1852977.25,1486851.475,2044477.5249999997,0.07713870720188196,0.0771259420729504,0.07303452589460041,0.08111645599509285,0.06545487584513006,0.08905582271040743,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),duration_illness,0.03070415872357878,0.03066631660638691,0.02968231902557729,0.03171050204185898,0.02781943235522596,0.03383702670148641,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),efficacy_maternal_cfr,0.483,0.483,0.483,0.483,0.483,0.483,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),efficacy_maternal_hospital,0.444,0.444,0.444,0.444,0.444,0.444,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),efficacy_maternal_primary,0.394,0.394,0.394,0.394,0.394,0.394,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),efficacy_total_num_na,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),FVP_mAb,1248447.6337,1248447.6337,1248447.6337,1248447.6337,1248447.6337,1248447.6337,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),FVP_maternal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases,27397.7838,27399,26985.75,27794,26280.925,28579.025,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_0to1y,20570.4904,20572,20172,20942.75,19484.925000000003,21722.15,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_0to1y_averted,5991.195,6104.5,4517.75,7509,1819,9617.05,0.29122827559862896,0.2980763086317755,0.22023606968299408,0.3651749351168781,0.08730283010992562,0.46602365308237903,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_0to1y_disc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_0to1y_disc_averted,5991.195,6104.5,4517.75,7509,1819,9617.05,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_1to5y,6827.2954,6826,6721,6932,6530.975,7135.025,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_1to5y_averted,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_1to5y_disc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_1to5y_disc_averted,5991.195,6104.5,4517.75,7509,1819,9617.05,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_averted,5991.195,6104.5,4517.75,7509,1819,9617.05,0.21863214111904736,0.22360806072499156,0.16532943172185446,0.27417445506653226,0.06581636738873987,0.349940176445131,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_disc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cases_disc_averted,5991.195,6104.5,4517.75,7509,1819,9617.05,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_CFR,0.5892872163867773,0.56705767467364,0.4690419078308196,0.6816543965602436,0.33697610850413273,0.9824510605277568,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_comm_CFR,1.2308506485825406,1.1632912561761626,0.9205160543798347,1.4738802613658142,0.613544411773332,2.205680152188038,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_cost,260.7468460972725,260.33594480631956,250.36650732450255,270.8586887015872,232.24288828503035,292.31020978246744,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD,1963.3254,1960,1920,2006,1844.975,2103,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_0to1y,742.1656,741,712,770,657,839,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_0to1y_averted,175.4608,175,160,191,131,222,0.23646979515218255,0.2375328083989501,0.2175560724294436,0.2552199434683455,0.17895984568049614,0.2907569587314112,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_0to1y_disc,742.1656,741,712,770,657,839,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_1to5y,1221.1488,1219,1188,1251,1143,1313,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_1to5y_averted,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_1to5y_disc,1147.783,1146,1117,1176,1074,1234,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_averted,175.4608,175,160,191,131,222,0.08934200121534856,0.0893869350255675,0.0817120166774972,0.096950912780758,0.06730168551806645,0.1114341329684622,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_med_att_YLD_disc,1889.9668,1886,1848,1931,1773.975,2024.0499999999993,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_prob,5.239250488936842,4.3780908,2.8361983500000005,6.660114,1.2578058,14.394346799999996,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_SARI,27397.7838,27399,26985.75,27794,26280.925,28579.025,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_SARI_0to1y_0to1y_0to1y,20570.4904,20572,20172,20942.75,19484.925000000003,21722.15,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_SARI_0to1y_0to1y_0to1y_disc,27090.3466,27090,26678,27486,25975.95,28264.15,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_SARI_1to5y_1to5y_1to5y,6827.2954,6826,6721,6932,6530.975,7135.025,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_SARI_1to5y_1to5y_1to5y_disc,27090.3466,27090,26678,27486,25975.95,28264.15,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_SARI_disc,27090.3466,27090,26678,27486,25975.95,28264.15,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_YLD,176.499,176,170,183,158,196,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_YLD_0to1y,132.597,132,126,139,115,152,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_YLD_0to1y_averted,38.633,39,28,48,12,65,0.29106007837031794,0.2980132450331126,0.21897810218978103,0.36585365853658536,0.08757537289749286,0.4701504892754769,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_YLD_0to1y_disc,132.597,132,126,139,115,152,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_YLD_0to1y_disc_averted,38.633,39,28,48,12,65,0.29106007837031794,0.2980132450331126,0.21897810218978103,0.36585365853658536,0.08757537289749286,0.4701504892754769,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_YLD_1to5y,43.91,44,43,45,40,48,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,NA,Kenya
new data (hospital-based + HUS),hosp_YLD_1to5y_averted,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,KEN,mAb,NA,Kenya
