source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int
new data (hospital-based + HUS),incremental cost (million US$),5.02,5,4.39,5.59,3.46,6.75,6,2,KEN,mAb,Kenya,5e+06,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),456.92,475.81,327.28,724.35,194.22,2685.99,6,2,KEN,mAb,Kenya,476,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),7.87,7.87,7.87,7.87,7.87,7.87,6,2,KEN,mAb,Kenya,7865000,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),23.37,23.35,22.75,23.94,21.81,25.1,20,2,KEN,mAb,Kenya,23350000,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),2165.47,2230.96,1703.71,3118.92,NA,NA,20,2,KEN,mAb,Kenya,2231,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),26.22,26.22,26.22,26.22,26.22,26.22,20,2,KEN,mAb,Kenya,26220000,20$ (mAb),"KEN
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),75.81,75.79,75.18,76.38,74.25,77.53,60,2,KEN,mAb,Kenya,75790000,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),7047.04,7245.24,5619.07,9966.74,NA,NA,60,2,KEN,mAb,Kenya,7245,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),78.65,78.65,78.65,78.65,78.65,78.65,60,2,KEN,mAb,Kenya,78650000,60$ (mAb),"KEN
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),1.11,1.04,0.78,1.37,0.4,2.17,3,2,KEN,MV,Kenya,1036000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),88.38,79.12,57.95,108.82,29.74,201.2,3,2,KEN,MV,Kenya,79,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),4.02,4.02,4.02,4.02,4.02,4.02,3,2,KEN,MV,Kenya,4023000,3$ (MV),"KEN
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),10.5,10.42,10.17,10.76,9.79,11.55,10,2,KEN,MV,Kenya,10420000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),840.92,772.11,698.8,886.91,591.03,1507.77,10,2,KEN,MV,Kenya,772,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),13.41,13.41,13.41,13.41,13.41,13.41,10,2,KEN,MV,Kenya,13410000,10$ (MV),"KEN
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),37.32,37.24,36.99,37.58,36.61,38.37,30,2,KEN,MV,Kenya,37240000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),2991.03,2740.22,2490.57,3139.81,NA,NA,30,2,KEN,MV,Kenya,2740,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),40.23,40.23,40.23,40.23,40.23,40.23,30,2,KEN,MV,Kenya,40230000,30$ (MV),"KEN
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),-4.89,-4.93,-7.87,-1.97,-12.69,3.61,6,2,ZAF,mAb,South Africa,4929000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-423.33,-871.37,-1150.06,-471.92,-1550.82,2125.03,6,2,ZAF,mAb,South Africa,871,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),6.45,6.45,6.45,6.45,6.45,6.45,6,2,ZAF,mAb,South Africa,6447000,6$ (mAb),"ZAF
$6
mAb"
new data (hospital-based + HUS),incremental cost (million US$),10.16,10.11,7.18,13.08,2.35,18.65,20,2,ZAF,mAb,South Africa,10110000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),3674.08,1802.77,1023.86,3067.39,NA,NA,20,2,ZAF,mAb,South Africa,1803,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),intervention cost (million US$),21.49,21.49,21.49,21.49,21.49,21.49,20,2,ZAF,mAb,South Africa,21490000,20$ (mAb),"ZAF
$20
mAb"
new data (hospital-based + HUS),incremental cost (million US$),53.14,53.09,50.16,56.06,45.33,61.63,60,2,ZAF,mAb,South Africa,53090000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),15380.94,9471.49,7190.32,13262.46,NA,NA,60,2,ZAF,mAb,South Africa,9471,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),intervention cost (million US$),64.47,64.47,64.47,64.47,64.47,64.47,60,2,ZAF,mAb,South Africa,64470000,60$ (mAb),"ZAF
$60
mAb"
new data (hospital-based + HUS),incremental cost (million US$),-10.46,-10.65,-12.15,-8.96,-14.78,-5.22,3,2,ZAF,MV,South Africa,10650000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-1586.95,-1553.02,-1862.21,-1283.48,NA,NA,3,2,ZAF,MV,South Africa,1553,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),intervention cost (million US$),3.28,3.28,3.28,3.28,3.28,3.28,3,2,ZAF,MV,South Africa,3281000,3$ (MV),"ZAF
$3
MV"
new data (hospital-based + HUS),incremental cost (million US$),-2.81,-3,-4.5,-1.3,-7.13,2.43,10,2,ZAF,MV,South Africa,2996000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),-452,-444.75,-683.83,-192.81,-1230.68,377.98,10,2,ZAF,MV,South Africa,445,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),intervention cost (million US$),10.94,10.94,10.94,10.94,10.94,10.94,10,2,ZAF,MV,South Africa,10940000,10$ (MV),"ZAF
$10
MV"
new data (hospital-based + HUS),incremental cost (million US$),19.07,18.88,17.38,20.57,14.75,24.3,30,2,ZAF,MV,South Africa,18880000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),2790.72,2744.04,2448.66,3213.65,NA,NA,30,2,ZAF,MV,South Africa,2744,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),intervention cost (million US$),32.81,32.81,32.81,32.81,32.81,32.81,30,2,ZAF,MV,South Africa,32810000,30$ (MV),"ZAF
$30
MV"
new data (hospital-based + HUS),incremental cost (million US$),5.02,5,4.39,5.59,3.46,6.75,6,2,KEN,mAb,Kenya,5e+06,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),incremental cost/DALY averted (US$),-13.19,208.18,142.75,317.18,84.52,1203.65,6,2,KEN,mAb,Kenya,208,6$ (mAb),"KEN
$6
mAb"
new data (hospital-based + HUS),intervention cost (million US$),7.87,7.87,7.87,7.87,7.87,7.87,6,2,KEN,mAb,Kenya,7865000,6$ (mAb),"KEN
$6
mAb"
