source,variable,mean,median,CI95_low,CI95_high,norm_mean,norm_median,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",admin_cost,0,0,0,0,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_0to1y_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_0to1y_disc_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_0to1y_YLD_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_0to1y_YLD_disc_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_1to5y_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_1to5y_disc_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_1to5y_YLD_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_1to5y_YLD_disc_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_disc_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_YLD_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",ARI_YLD_disc_averted,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",comm_CFR_adj,2.09137556,2.0846999999999998,1.4352,2.784,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp,18349815.769,13762526.5,2449833.1750000003,63005052.62499998,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_0to1y,6684316.9574,4939968.5,842858.175,23115227.424999934,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_0to1y_averted,303685.8952,206680.5,32299.375,1139369.5499999996,0.043934565632019494,0.04234041718228278,0.025121804465354468,0.07059134044338503,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_0to1y_disc,6684316.9574,4939968.5,842858.175,23115227.424999934,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_0to1y_disc_averted,303685.8952,206680.5,32299.375,1139369.5499999996,0.043934565632019494,0.04234041718228278,0.025121804465354468,0.07059134044338503,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_1to5y,11665498.8148,8791080,1529323.875,40948905.77499999,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_1to5y_averted,0,0,0,0,0,0,0,0,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_1to5y_disc,11030403.6222,8323869.5,1448408.175,38590382.92499998,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_1to5y_disc_averted,0,0,0,0,0,0,0,0,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_averted,303685.8952,206680.5,32299.375,1139369.5499999996,0.016484613324574706,0.015402713611308162,0.006837150365331503,0.032147217419479415,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_disc,17714720.5666,13268509,2373794.175,60748178.57499998,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_hosp_disc_averted,303685.8952,206680.5,32299.375,1139369.5499999996,0.01704825287917995,0.01595095090394496,0.007118229185709329,0.033043059937917466,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_outpatient,24577233.2014,22392653.5,6714597.550000001,53804759,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_outpatient_0to1y,8933363.0948,8161064.5,2299173.65,20441522.574999988,NA,NA,NA,NA,3,0.2,ZAF,maternal
"projection ([Li 2020] from [Shi 2017] meta-analysis, community-based)",cost_rsv_outpatient_0to1y_averted,403934.6358,338824,82720.09999999999,1110993.4249999998,0.04393456601653578,0.042340387490472906,0.025121779389284445,0.0705913233401552,3,0.2,ZAF,maternal
