source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot,burden_interv,vartype,vec,orig_burden_round
new data (hospital-based + HUS),hosp_med_att_YLD,1949,1947,1910,1987,1833,2069,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,151,151,139,162,119,187,0.078,0.077,0.072,0.083,0.062,0.095,5,NA,KEN,mAb,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1956,1956
new data (hospital-based + HUS),hosp_YLD,177,176,170,182,158,198,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,45,45,41,49,35,58,0.256,0.255,0.239,0.273,0.209,0.306,5,NA,KEN,mAb,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,176,176
new data (hospital-based + HUS),non_hosp_YLD,2490,2489,2441,2537,2349,2632,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,256,256,238,273,207,309,0.103,0.103,0.096,0.109,0.085,0.122,5,NA,KEN,mAb,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2494,2494
new data (hospital-based + HUS),total_DALY,100293,100240,97189,103187,91805,109225,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,20902,20826,19259,22442,16418,25875,0.208,0.208,0.195,0.222,0.169,0.248,5,NA,KEN,mAb,total DALY,Kenya,averted burden,total_DALY,100100,",100,100"
new data (hospital-based + HUS),total_YLD,4439,4435,4358,4519,4202,4677,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,301,300,280,321,245,363,0.068,0.068,0.063,0.072,0.056,0.081,5,NA,KEN,mAb,total YLD,Kenya,averted burden,total_YLD,4429,4429
new data (hospital-based + HUS),total_YLL,95855,95796,92747,98730,87408,104795,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,total YLL,Kenya,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,20601,20525,18962,22134,16141,25544,0.215,0.214,0.201,0.229,0.173,0.256,5,NA,KEN,mAb,total YLL,Kenya,averted burden,total_YLL,95700,"95,700"
new data (hospital-based + HUS),hosp_med_att_YLD,1949,1947,1910,1987,1833,2069,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,63,63,58,68,49,80,0.032,0.032,0.03,0.035,0.025,0.041,2.5,NA,KEN,MV,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1957,1957
new data (hospital-based + HUS),hosp_YLD,177,176,170,182,158,198,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,34,33,30,37,24,45,0.19,0.189,0.172,0.208,0.141,0.242,2.5,NA,KEN,MV,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,174,174
new data (hospital-based + HUS),non_hosp_YLD,2490,2489,2441,2537,2349,2632,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,136,135,123,148,104,176,0.055,0.054,0.05,0.059,0.042,0.07,2.5,NA,KEN,MV,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2480,2480
new data (hospital-based + HUS),total_DALY,100293,100240,97189,103187,91805,109225,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,15538,15457,13993,16968,11489,20098,0.155,0.154,0.141,0.167,0.118,0.193,2.5,NA,KEN,MV,total DALY,Kenya,averted burden,total_DALY,100100,",100,100"
new data (hospital-based + HUS),total_YLD,4439,4435,4358,4519,4202,4677,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,170,168,154,185,129,221,0.038,0.038,0.035,0.042,0.029,0.049,2.5,NA,KEN,MV,total YLD,Kenya,averted burden,total_YLD,4414,4414
new data (hospital-based + HUS),total_YLL,95855,95796,92747,98730,87408,104795,NA,NA,NA,NA,NA,NA,2.5,NA,KEN,MV,total YLL,Kenya,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,15369,15287,13833,16796,11333,19932,0.16,0.16,0.146,0.173,0.122,0.2,2.5,NA,KEN,MV,total YLL,Kenya,averted burden,total_YLL,95650,"95,650"
new data (hospital-based + HUS),hosp_med_att_YLD,660,658,638,680,601,734,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,YLD medically attended cases,South Africa,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,138,136,126,148,108,179,0.208,0.207,0.194,0.221,0.172,0.251,5,NA,ZAF,mAb,YLD medically attended cases,South Africa,averted burden,hosp_med_att_YLD,656,656
new data (hospital-based + HUS),hosp_YLD,269,267,257,280,237,306,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,YLD hospitalised cases,South Africa,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,88,87,80,95,68,112,0.328,0.327,0.307,0.348,0.269,0.389,5,NA,ZAF,mAb,YLD hospitalised cases,South Africa,averted burden,hosp_YLD,266,266
new data (hospital-based + HUS),non_hosp_YLD,1669,1660,1600,1729,1498,1885,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,YLD non-hospitalised cases,South Africa,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,260,253,228,284,188,367,0.155,0.153,0.14,0.168,0.119,0.203,5,NA,ZAF,mAb,YLD non-hospitalised cases,South Africa,averted burden,non_hosp_YLD,1651,1651
new data (hospital-based + HUS),total_DALY,39328,39276,38406,40256,36697,42143,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total DALY,South Africa,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,14062,14037,13198,14913,11671,16513,0.357,0.357,0.339,0.376,0.301,0.412,5,NA,ZAF,mAb,total DALY,South Africa,averted burden,total_DALY,39320,"39,320"
new data (hospital-based + HUS),total_YLD,2329,2321,2252,2398,2126,2574,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total YLD,South Africa,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,348,342,313,376,265,466,0.149,0.148,0.137,0.16,0.119,0.187,5,NA,ZAF,mAb,total YLD,South Africa,averted burden,total_YLD,2316,2316
new data (hospital-based + HUS),total_YLL,36999,36952,36072,37932,34354,39805,NA,NA,NA,NA,NA,NA,5,NA,ZAF,mAb,total YLL,South Africa,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,13713,13685,12859,14545,11353,16148,0.371,0.37,0.351,0.39,0.312,0.428,5,NA,ZAF,mAb,total YLL,South Africa,averted burden,total_YLL,36980,"36,980"
new data (hospital-based + HUS),hosp_med_att_YLD,660,658,638,680,601,734,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,YLD medically attended cases,South Africa,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,89,87,78,98,64,127,0.135,0.133,0.121,0.146,0.1,0.179,2.5,NA,ZAF,MV,YLD medically attended cases,South Africa,averted burden,hosp_med_att_YLD,652,652
new data (hospital-based + HUS),hosp_YLD,269,267,257,280,237,306,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,YLD hospitalised cases,South Africa,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,61,60,54,67,43,83,0.226,0.225,0.204,0.246,0.167,0.289,2.5,NA,ZAF,MV,YLD hospitalised cases,South Africa,averted burden,hosp_YLD,266,266
new data (hospital-based + HUS),non_hosp_YLD,1669,1660,1600,1729,1498,1885,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,YLD non-hospitalised cases,South Africa,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,169,161,140,189,110,275,0.101,0.097,0.086,0.111,0.069,0.15,2.5,NA,ZAF,MV,YLD non-hospitalised cases,South Africa,averted burden,non_hosp_YLD,1653,1653
new data (hospital-based + HUS),total_DALY,39328,39276,38406,40256,36697,42143,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total DALY,South Africa,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,9672,9664,8893,10432,7541,11856,0.246,0.246,0.228,0.263,0.195,0.296,2.5,NA,ZAF,MV,total DALY,South Africa,averted burden,total_DALY,39310,"39,310"
new data (hospital-based + HUS),total_YLD,2329,2321,2252,2398,2126,2574,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total YLD,South Africa,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,230,223,198,253,162,339,0.098,0.096,0.087,0.107,0.071,0.137,2.5,NA,ZAF,MV,total YLD,South Africa,averted burden,total_YLD,2317,2317
new data (hospital-based + HUS),total_YLL,36999,36952,36072,37932,34354,39805,NA,NA,NA,NA,NA,NA,2.5,NA,ZAF,MV,total YLL,South Africa,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,9442,9435,8666,10200,7327,11619,0.255,0.255,0.237,0.273,0.201,0.309,2.5,NA,ZAF,MV,total YLL,South Africa,averted burden,total_YLL,36990,"36,990"
new data (hospital-based + HUS),hosp_cases,27393,27387,26991,27791,26232,28562,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,hospitalised cases,Kenya,burden,hosp_cases,NA,NA
new data (hospital-based + HUS),hosp_cases_averted,6998,6994,6586,7405,5827,8177,0.255,0.255,0.242,0.269,0.215,0.294,5,NA,KEN,mAb,hospitalised cases,Kenya,averted burden,hosp_cases,27400,"27,400"
new data (hospital-based + HUS),hosp_SARI,27393,27387,26991,27791,26232,28562,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,hospitalised SARI,Kenya,burden,hosp_SARI,NA,NA
new data (hospital-based + HUS),non_hosp_cases,2382477,2382455,2363969,2400481,2328704,2437856,NA,NA,NA,NA,NA,NA,5,NA,KEN,mAb,non-hospitalised cases,Kenya,burden,non_hosp_cases,NA,NA
