source,variable,mean,median,CI50_low,CI50_high,CI95_low,CI95_high,norm_mean,norm_median,norm_CI50_low,norm_CI50_high,norm_CI95_low,norm_CI95_high,price,source_num,country_iso,intervention,plot_variable,country_plot,burden_interv,vartype,vec,orig_burden_round
new data (hospital-based + HUS),hosp_med_att_YLD,1954,1952,1910,1993,1843,2078,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,199,198,186,211,164,242,0.102,0.101,0.096,0.108,0.085,0.122,6,NA,KEN,mAb,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1952,1952
new data (hospital-based + HUS),hosp_YLD,176,176,170,183,157,197,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,58,58,53,63,45,73,0.33,0.329,0.309,0.35,0.273,0.392,6,NA,KEN,mAb,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,176,176
new data (hospital-based + HUS),non_hosp_YLD,2495,2493,2442,2546,2356,2645,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,334,333,314,354,277,398,0.134,0.134,0.127,0.141,0.114,0.155,6,NA,KEN,mAb,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2491,2491
new data (hospital-based + HUS),total_DALY,100251,100151,97285,103104,91639,109340,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,26912,26820,24877,28866,21385,32939,0.268,0.268,0.252,0.284,0.22,0.316,6,NA,KEN,mAb,total DALY,Kenya,averted burden,total_DALY,99960,"99,960"
new data (hospital-based + HUS),total_YLD,4449,4447,4358,4534,4214,4702,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,393,392,369,415,325,466,0.088,0.088,0.083,0.093,0.074,0.102,6,NA,KEN,mAb,total YLD,Kenya,averted burden,total_YLD,4449,4449
new data (hospital-based + HUS),total_YLL,95802,95698,92850,98660,87256,104914,NA,NA,NA,NA,NA,NA,6,NA,KEN,mAb,total YLL,Kenya,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,26520,26422,24489,28463,21009,32512,0.277,0.277,0.26,0.293,0.227,0.326,6,NA,KEN,mAb,total YLL,Kenya,averted burden,total_YLL,95550,"95,550"
new data (hospital-based + HUS),hosp_med_att_YLD,1954,1952,1910,1993,1843,2078,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,YLD medically attended cases,Kenya,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,73,73,66,80,53,94,0.037,0.037,0.034,0.041,0.027,0.048,3,NA,KEN,MV,YLD medically attended cases,Kenya,averted burden,hosp_med_att_YLD,1958,1958
new data (hospital-based + HUS),hosp_YLD,176,176,170,183,157,197,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,YLD hospitalised cases,Kenya,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,45,45,41,50,32,60,0.257,0.258,0.236,0.279,0.191,0.32,3,NA,KEN,MV,YLD hospitalised cases,Kenya,averted burden,hosp_YLD,174,174
new data (hospital-based + HUS),non_hosp_YLD,2495,2493,2442,2546,2356,2645,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,YLD non-hospitalised cases,Kenya,burden,non_hosp_YLD,NA,NA
new data (hospital-based + HUS),non_hosp_YLD_averted,170,170,154,186,124,218,0.068,0.068,0.062,0.074,0.05,0.086,3,NA,KEN,MV,YLD non-hospitalised cases,Kenya,averted burden,non_hosp_YLD,2490,2490
new data (hospital-based + HUS),total_DALY,100251,100151,97285,103104,91639,109340,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,total DALY,Kenya,burden,total_DALY,NA,NA
new data (hospital-based + HUS),total_DALY_averted,20957,20860,18987,22889,15420,26810,0.209,0.209,0.192,0.226,0.159,0.257,3,NA,KEN,MV,total DALY,Kenya,averted burden,total_DALY,99640,"99,640"
new data (hospital-based + HUS),total_YLD,4449,4447,4358,4534,4214,4702,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,total YLD,Kenya,burden,total_YLD,NA,NA
new data (hospital-based + HUS),total_YLD_averted,216,216,195,236,156,276,0.049,0.049,0.044,0.053,0.036,0.061,3,NA,KEN,MV,total YLD,Kenya,averted burden,total_YLD,4443,4443
new data (hospital-based + HUS),total_YLL,95802,95698,92850,98660,87256,104914,NA,NA,NA,NA,NA,NA,3,NA,KEN,MV,total YLL,Kenya,burden,total_YLL,NA,NA
new data (hospital-based + HUS),total_YLL_averted,20741,20644,18770,22675,15216,26592,0.216,0.217,0.199,0.234,0.164,0.266,3,NA,KEN,MV,total YLL,Kenya,averted burden,total_YLL,95220,"95,220"
new data (hospital-based + HUS),hosp_med_att_YLD,660,658,637,680,601,729,NA,NA,NA,NA,NA,NA,6,NA,ZAF,mAb,YLD medically attended cases,South Africa,burden,hosp_med_att_YLD,NA,NA
new data (hospital-based + HUS),hosp_med_att_YLD_averted,179,177,164,191,143,226,0.27,0.269,0.254,0.285,0.226,0.32,6,NA,ZAF,mAb,YLD medically attended cases,South Africa,averted burden,hosp_med_att_YLD,658,658
new data (hospital-based + HUS),hosp_YLD,268,267,256,280,232,305,NA,NA,NA,NA,NA,NA,6,NA,ZAF,mAb,YLD hospitalised cases,South Africa,burden,hosp_YLD,NA,NA
new data (hospital-based + HUS),hosp_YLD_averted,113,113,103,123,87,144,0.422,0.422,0.397,0.447,0.351,0.496,6,NA,ZAF,mAb,YLD hospitalised cases,South Africa,averted burden,hosp_YLD,268,268
new data (hospital-based + HUS),non_hosp_YLD,1670,1662,1599,1728,1492,1903,NA,NA,NA,NA,NA,NA,6,NA,ZAF,mAb,YLD non-hospitalised cases,South Africa,burden,non_hosp_YLD,NA,NA
